"FullName","Length"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\air_scan.png","273096"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\analysis.json","1695"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\cleanup.json","122"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\commands.txt","115384"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\detectors.csv","3463270"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\hf2li_configured.json","5805"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\hf2li_retained_settings.json","5033"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\hf2li_retention_verification.json","209"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\mircat_before.json","1139"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\mircat_configured.json","740"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\mircat_current_limits.json","79"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\mircat_final.json","1138"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\mircat_retained_settings.json","629"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\mircat_trigger_before_process.json","273"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\mircat_waiting_process.json","1158"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\operation.json","3539"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\picoscope_metadata.json","309"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\picoscope_prepared.json","1390"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\result.json","260"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\t660_1_before_process.json","3185"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\t660_1_final_idle.json","3186"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\t660_1_initial_idle.json","3186"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\t660_1_process_only.json","3185"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\t660_2_final_idle.json","3267"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\t660_2_initial_idle.json","3267"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\t660_2_optical_trigger_prepared.json","3266"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\01_internal_trigger\acquisition_20260903T024919_543393Z\t660_2_reference_prepared.json","3266"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\case.json","389"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\picoscope_slow_once.yaml","2470"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\run_direct_air.py","23393"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\standalone_air_scan_operation.json","2893"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\air_scan.png","256237"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\analysis.json","1694"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\cleanup.json","122"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\commands.txt","122393"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\detectors.csv","3462867"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\hf2li_configured.json","5804"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\hf2li_retained_settings.json","5033"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\hf2li_retention_verification.json","209"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\mircat_before.json","1139"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\mircat_configured.json","748"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\mircat_current_limits.json","79"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\mircat_final.json","1138"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\mircat_retained_settings.json","637"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\mircat_trigger_before_process.json","281"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\mircat_waiting_process.json","1153"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\operation.json","3423"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\picoscope_metadata.json","309"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\picoscope_prepared.json","1390"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\result.json","260"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\t660_1_before_process.json","3185"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\t660_1_final_idle.json","3186"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\t660_1_initial_idle.json","3186"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\t660_1_process_only.json","3185"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\t660_2_final_idle.json","3267"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\t660_2_initial_idle.json","3267"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\t660_2_optical_trigger_prepared.json","3265"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\02_external_trigger\acquisition_20260903T025012_855463Z\t660_2_reference_prepared.json","3266"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\case.json","385"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\picoscope_slow_once.yaml","2470"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\run_direct_air.py","23393"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\standalone_air_scan_operation.json","2893"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\air_scan.png","272510"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\analysis.json","1689"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\cleanup.json","122"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\commands.txt","121634"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\detectors.csv","3465215"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\hf2li_configured.json","5805"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\hf2li_retained_settings.json","5033"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\hf2li_retention_verification.json","209"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\mircat_before.json","1139"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\mircat_configured.json","749"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\mircat_current_limits.json","79"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\mircat_final.json","1138"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\mircat_retained_settings.json","638"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\mircat_trigger_before_process.json","282"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\mircat_waiting_process.json","1153"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\operation.json","3421"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\picoscope_metadata.json","309"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\picoscope_prepared.json","1390"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\result.json","260"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\t660_1_before_process.json","3185"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\t660_1_final_idle.json","3186"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\t660_1_initial_idle.json","3186"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\t660_1_process_only.json","3185"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\t660_2_final_idle.json","3267"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\t660_2_initial_idle.json","3267"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\t660_2_optical_trigger_prepared.json","3265"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\direct_air_1000ma_three_modes_20260903T024905_977175Z\03_external_pulse\acquisition_20260903T025111_567257Z\t660_2_reference_prepared.json","3266"
