"FullName","Length"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213017_174260Z\mircat_emission_before_scan.json","1334"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213017_174260Z\mircat_final.json","1139"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213017_174260Z\mircat_retained_settings.json","635"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213017_174260Z\mircat_trigger_after_manual_tune_cancel.json","479"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213017_174260Z\mircat_trigger_after_tune.json","281"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213017_174260Z\mircat_tuned_before_emission.json","1161"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213017_174260Z\operation.json","1178"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213017_174260Z\picoscope_prepared.json","765"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213017_174260Z\result.json","748"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213017_174260Z\t660_1_final_idle.json","3186"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213017_174260Z\t660_1_initial_idle.json","3186"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213017_174260Z\t660_1_process_only.json","3185"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213017_174260Z\t660_2_final_idle.json","3267"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213017_174260Z\t660_2_initial_idle.json","3267"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213017_174260Z\t660_2_optical_trigger_prepared.json","3265"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213017_174260Z\t660_2_reference_prepared.json","3266"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\air_scan.png","300575"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\analysis.json","1708"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\cleanup.json","122"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\commands.txt","142869"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\detectors.csv","3374118"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\hf2li_baseline_0.json","200"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\hf2li_baseline_1.json","200"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\hf2li_baseline_2.json","200"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\hf2li_configured.json","5805"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\hf2li_retained_settings.json","5033"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\hf2li_retention_verification.json","209"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\mircat_before.json","1140"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\mircat_configured.json","747"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\mircat_emission_before_scan.json","1334"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\mircat_final.json","1140"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\mircat_retained_settings.json","635"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\mircat_trigger_after_manual_tune_cancel.json","479"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\mircat_trigger_after_sweep_setup.json","472"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\mircat_trigger_after_tune.json","281"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\mircat_trigger_before_process_trigger.json","477"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\mircat_tuned_before_emission.json","1161"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\mircat_waiting_process.json","1154"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\operation.json","1211"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\picoscope_metadata.json","309"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\picoscope_prepared.json","765"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\result.json","599"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\scan_test_verification_v2.json","1878"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\scan_test_verification.json","1730"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\t660_1_before_process.json","3185"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\t660_1_final_idle.json","3186"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\t660_1_initial_idle.json","3186"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\t660_1_process_only.json","3185"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\t660_2_final_idle.json","3267"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\t660_2_initial_idle.json","3267"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\t660_2_optical_trigger_prepared.json","3265"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\t660_2_reference_prepared.json","3266"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_air_scan_after_detector_recovery_20260903T213002_3743882Z\mircat_sweep_20260903T213236_758472Z\verify_completed_scan.py","6396"
