"FullName","Length"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\hf2li_before_temporary_check.json","454"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\hf2li_live_reverification_commands.txt","17647"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\hf2li_read_only_recheck_20260902T230121_953728Z_assessment.json","1229"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\hf2li_read_only_recheck_20260902T230121_953728Z_commands.txt","556"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\hf2li_read_only_recheck_20260902T230121_953728Z.json","2396"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\hf2li_requested_recheck_before_apply.json","5026"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\hf2li_restored_after_temporary_check.json","717"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\hf2li_slow_live_verified.json","1566"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\hf2li_slow_settings_readback.json","454"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\mircat_before_reference_only_check.json","1139"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\picoscope_slow_once.yaml","2470"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\plot_swap_diagnostics.py","4344"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\preflight_commands.txt","2451"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\preflight.json","1119"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\restore_fast_hf2li_snapshot.json","2432"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\run_standalone_air_keep_settings.py","19670"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\run_standalone_air.py","16262"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\standalone_air_scan_operation.json","2893"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\t660_2_after_reference_check.json","3266"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\t660_2_before_reference_check.json","3266"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\t660_2_reference_only_active_settings.json","3265"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\air_spectrum_provisional.csv","102"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\air_spectrum_provisional.npz","499957"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\cleanup.json","70"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\commands.txt","107172"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\detector_comparison_disposition.json","795"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\hf2li_configured.json","5802"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\hf2li_restore_verification.json","174"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\hf2li_restored.json","2205"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\mircat_before.json","1139"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\mircat_configured.json","747"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\mircat_final.json","1138"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\mircat_waiting_process.json","1158"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\operation.json","3056"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\picoscope_metadata.json","309"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\picoscope_prepared.json","1390"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\result.json","206"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\t660_1_final_idle.json","3186"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\t660_1_initial_idle.json","3186"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\t660_1_process_only.json","3185"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\t660_2_final_idle.json","3266"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\t660_2_initial_idle.json","3266"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\t660_2_optical_trigger_prepared.json","3264"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230429_400991Z\t660_2_reference_prepared.json","3265"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\cleanup.json","70"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\commands.txt","106133"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\detector_comparison_disposition.json","795"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\hf2li_configured.json","5802"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\hf2li_restore_verification.json","174"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\hf2li_restored.json","2205"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\mircat_before.json","1139"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\mircat_configured.json","747"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\mircat_final.json","1138"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\mircat_waiting_process.json","1158"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\operation.json","3056"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\picoscope_metadata.json","309"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\picoscope_prepared.json","1390"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\result.json","206"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\t660_1_final_idle.json","3186"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\t660_1_initial_idle.json","3186"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\t660_1_process_only.json","3185"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\t660_2_final_idle.json","3266"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\t660_2_initial_idle.json","3266"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\t660_2_optical_trigger_prepared.json","3264"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\t660_2_reference_prepared.json","3265"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\analysis_20260902T230753_389587Z\air_checkout.png","455148"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\analysis_20260902T230753_389587Z\air_spectrum_provisional.csv","1736274"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\analysis_20260902T230753_389587Z\air_spectrum_provisional.npz","499495"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\analysis_20260902T230753_389587Z\analysis.json","4333"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\analysis_20260902T230753_389587Z\optical_pulse_detail.png","129663"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\analysis_20260902T230753_389587Z\pulse_spot_checks.json","57432"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T230659_436853Z\input_range_diagnostic\diagnostic.json","54407"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\cleanup.json","122"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\commands.txt","99214"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\detector_comparison_disposition.json","749"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\hf2li_configured.json","5802"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\hf2li_retained_settings.json","5033"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\hf2li_retention_verification.json","209"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\mircat_before.json","1139"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\mircat_configured.json","747"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\mircat_final.json","1138"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\mircat_retained_settings.json","635"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\mircat_waiting_process.json","1153"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\operation.json","2916"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\picoscope_metadata.json","309"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\picoscope_prepared.json","1390"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\repeat_summary.json","1673"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\result.json","260"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\retained_settings_after_reconnect.json","6393"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\retained_settings_reconnect_commands.txt","1353"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\t660_1_final_idle.json","3186"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\t660_1_initial_idle.json","3186"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\t660_1_process_only.json","3185"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\t660_2_final_idle.json","3266"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\t660_2_initial_idle.json","3266"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\t660_2_optical_trigger_prepared.json","3264"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\t660_2_reference_prepared.json","3265"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\analysis_20260902T231406_444614Z\air_checkout.png","443906"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\analysis_20260902T231406_444614Z\air_spectrum_provisional.csv","1735742"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\analysis_20260902T231406_444614Z\air_spectrum_provisional.npz","499023"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\analysis_20260902T231406_444614Z\analysis.json","4619"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\analysis_20260902T231406_444614Z\optical_pulse_detail.png","129342"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\exploratory_air_checkout_20260902T224505_935642Z\slow_scan_once\acquisition_20260902T231231_332187Z\analysis_20260902T231406_444614Z\pulse_spot_checks.json","57387"
